dataset,model,seed,Recall@20,NDCG@20,error
ml-1m,DeepFM_on,0,0.0457824699212273,0.0339404331325731,
ml-1m,DeepFM_off,0,0.04727713705797583,0.03475257196181872,
ml-1m,WideDeep_on,0,0.041320104816893286,0.031289114912418724,
ml-1m,WideDeep_off,0,0.04597401571506515,0.033494706153979974,
ml-1m,LightGCN,0,0.18571074193222128,0.17338072774204932,
ml-1m,SVD,0,0.023635557321039738,0.019979666474216912,
